Nombre de la Institución Educativa|Provincia|Cantón|Sostenimiento|Jornada|Número de estudiantes|Número de docentes
JUAN RAFAEL SANCHEZ ROMAN|LOJA|OLMEDO|Fiscal|Matutina|14|4
LUIS GODIN|LOJA|OLMEDO|Fiscal|Matutina|3|1
CUIDAD DE BRASILIA|LOJA|OLMEDO|Fiscal|Matutina|10|2
JUAN DE ALDERETE|LOJA|OLMEDO|Fiscal|Matutina|7|1
UNIDAD EDUCATIVA     MONS  ALBERTO ZAMBRANO PALACIOS|LOJA|OLMEDO|Fiscomisional|Matutina|563|35
GUAYAQUIL|LOJA|OLMEDO|Fiscal|Matutina|10|2
JULIO VERNE|LOJA|OLMEDO|Fiscal|Matutina|5|1
ESCUELA FISCAL MIXTA OLMEDO|LOJA|OLMEDO|Fiscal|Matutina|25|3
DR FRANSISCO COSTA ZABALETA|LOJA|OLMEDO|Fiscal|Matutina|39|6
CIUDAD DE LA PAZ|LOJA|OLMEDO|Fiscal|Matutina|17|1
MARQUEZA DE SOLANDA|LOJA|OLMEDO|Fiscal|Matutina|10|2
IGNACIO DE VEINTIMILLA|LOJA|OLMEDO|Fiscal|Matutina|134|12
ECUELA FISCAL MIXTA SAMUEL VALDIVIESO|LOJA|OLMEDO|Fiscal|Matutina|12|1
RIO ZARUMILLA|LOJA|OLMEDO|Fiscal|Matutina|7|1
BERTHA MARINA QUISHPE VIRE|LOJA|OLMEDO|Fiscal|Matutina|2|1
JOSE BENJAMIIN ROBLES CARRION|LOJA|OLMEDO|Fiscal|Matutina|3|1
VASCO NUNEZ DE BALBOA|LOJA|OLMEDO|Fiscal|Matutina|9|1
ANTONIO NARIÑO|LOJA|OLMEDO|Fiscal|Matutina|41|8
LUIS BARRAGAN TORRES|LOJA|OLMEDO|Fiscal|Matutina|15|3
HECTOR BURBANO|LOJA|OLMEDO|Fiscal|Matutina|22|1
SUIZA|LOJA|OLMEDO|Fiscal|Matutina|30|7
CRISTOBAL COLON|LOJA|OLMEDO|Fiscal|Matutina|137|11
FRANCISCO VALDIVIESO|LOJA|PALTAS|Fiscomisional|Matutina y Vespertina|102|6
LEONIDAS PROAÑO|LOJA|PALTAS|Fiscal|Matutina|0|1
MATILDE HIDALGO DE PROCEL|LOJA|PALTAS|Fiscal|Matutina|0|1
3 DE DICIEMBRE|LOJA|PALTAS|Fiscal|Matutina|256|15
PROFESOR GALO ANIBAL LOPEZ VIVANCO|LOJA|PALTAS|Fiscal|Matutina|31|2
MIGUEL VALDIVIESO|LOJA|PALTAS|Fiscal|Matutina|8|1
ROBERTO RUILOVA|LOJA|PALTAS|Fiscal|Matutina|25|2
FRANCISCO TERAN|LOJA|PALTAS|Fiscal|Matutina|3|1
GENERAL SAN MARTIN|LOJA|PALTAS|Fiscal|Matutina|9|1
DIVINO NIÑO JESÚS|LOJA|PALTAS|Fiscal|Matutina|10|1
HERMEL N VELASCO|LOJA|PALTAS|Fiscal|Matutina|21|2
BERTHA ABARCA DE LUDEÑA|LOJA|PALTAS|Fiscal|Matutina|11|1
GONZALO RUBIO ORBE|LOJA|PALTAS|Fiscal|Matutina|23|2
PRINCESA TOA|LOJA|PALTAS|Fiscal|Matutina|4|1
DR JOSE MARIA VELASCO IBARRA|LOJA|PALTAS|Fiscal|Matutina|174|14
HERMINIA MASACHE JARAMILLO|LOJA|PALTAS|Fiscal|Matutina|21|1
RAFAEL TANDAZO TACURI|LOJA|PALTAS|Fiscal|Matutina|17|1
25 DE AGOSTO|LOJA|PALTAS|Fiscal|Matutina|14|1
AQUILES PEREZ|LOJA|PALTAS|Fiscal|Matutina|19|2
CENTRO DE EDUCACION ESPECIAL JOSE BELISARIO DIAZ|LOJA|PALTAS|Fiscal|Matutina|32|4
MARCELINO CHAMPAGNAT|LOJA|PALTAS|Fiscal|Matutina|61|7
DOMINGO CELI|LOJA|PALTAS|Fiscomisional|Matutina|894|43
LUIS FERNANDO BRAVO PLANTEL CENTRAL DE LA RED EDUCATIVA TACORANGA|LOJA|PALTAS|Fiscal|Matutina|121|14
LEONIDAS PROAÑO|LOJA|PALTAS|Fiscal|Matutina|0|0
MONSEÑOR JORGE GUILLERMO ARMIJOS|LOJA|PALTAS|Fiscal|Vespertina|0|1
UNIDAD EDUCATIVA DISTANCIA DE LOJA EXT DR MARIO ABRIL FREIRE|LOJA|PALTAS|Fiscomisional|Matutina|152|9
ALFREDO BAQUERIZO MORENO|LOJA|PALTAS|Fiscal|Matutina|4|1
25 DE JUNIO|LOJA|PALTAS|Fiscal|Matutina|99|9
LASTENIA VALDIVIESO ALVARADO|LOJA|PALTAS|Fiscal|Matutina|117|8
SU MAJESTAD EL NIÑO|LOJA|PALTAS|Fiscal|Matutina|50|2
ESCUELA FISCAL PISACA|LOJA|PALTAS|Fiscal|Matutina|6|1
RAFAEL VILLAVICENCIO VELEZ|LOJA|PALTAS|Fiscal|Matutina|21|2
COLEGIO NACIONAL SEGUNDO CUEVA CELI|LOJA|PALTAS|Fiscal|Matutina|57|9
MANUEL RIOFRIO|LOJA|PALTAS|Fiscal|Matutina|6|1
MANUEL UTRERAS GOMEZ|LOJA|PALTAS|Fiscal|Matutina|21|3
13 DE MAYO|LOJA|PALTAS|Fiscal|Matutina|45|5
NUESTRA SEÑORA DEL CARMEN|LOJA|PALTAS|Fiscal|Matutina|4|1
TRINIDAD TORRES|LOJA|PALTAS|Fiscal|Matutina|4|1
UNIDAD EDUCATIVA MARISTA CATACOCHA|LOJA|PALTAS|Fiscal|Matutina|901|52
DOCTOR MANUEL ALEJANDRO CARRION|LOJA|PALTAS|Fiscal|Matutina|6|1
LUIS ALFREDO MARTINEZ|LOJA|PALTAS|Fiscal|Matutina|10|2
CARLOS EDUARDO GONZALEZ|LOJA|PALTAS|Fiscal|Matutina|18|3
MONSENOR FRANCISCO VALDIVIEZO|LOJA|PALTAS|Fiscal|Matutina|64|7
EXPERIMENTAL PALTAS|LOJA|PALTAS|Fiscal|Matutina y Nocturna|1051|57
EDMUNDO CARBO|LOJA|PALTAS|Fiscal|Matutina|50|3
LEONIDAS AUGUSTO GUERRERO LOPEZ|LOJA|PALTAS|Fiscal|Nocturna|61|9
DANIEL ALVAREZ BURNEO|LOJA|PALTAS|Fiscal|Matutina|0|0
COLEGIO DR CARLOS MANUEL ESPINOZA|LOJA|PALTAS|Fiscal|Matutina|79|9
PROFESOR SEGUNDO CHAMBA BARBA|LOJA|PALTAS|Fiscal|Matutina|5|1
MANUEL VICENTE VIVANCO|LOJA|PALTAS|Fiscal|Matutina|7|1
JOSE ROSA MALDONADO HURTADO|LOJA|PALTAS|Fiscal|Matutina|59|8
14 DE ABRIL|LOJA|PALTAS|Fiscal|Matutina|16|2
DARIO GUEVARA|LOJA|PALTAS|Fiscal|Matutina|15|1
HNO. JOAQUIN LLEBANA CALLE|LOJA|PALTAS|Fiscal|Matutina|18|1
JUAN MARIA ARMIJOS CAMPOVERDE|LOJA|PALTAS|Fiscal|Matutina|16|2
MAXIMILIANO BARBA|LOJA|PALTAS|Fiscal|Matutina|5|1
MANUEL  J  JARAMILLO|LOJA|PALTAS|Fiscal|Matutina|114|13
GUILLERMO HUMBERTO VINTIMILLA|LOJA|PALTAS|Fiscal|Matutina|36|3
JUAN IVAN CUEVA|LOJA|PALTAS|Fiscal|Matutina|6|1
SEGUNDO VICENTE CARRION ORTEGA|LOJA|PALTAS|Fiscal|Matutina|5|1
JUAN RAMON JIMENEZ|LOJA|PALTAS|Fiscal|Matutina|72|9
COLEGIO NACIONAL MACANDAMINE|LOJA|PALTAS|Fiscal|Matutina|74|9
CORINA PARRAL DE VELASCO IBARRA|LOJA|PALTAS|Fiscal|Matutina|32|3
19 DE SEPTIEMBRE|LOJA|PALTAS|Fiscal|Matutina|15|1
FILOMENO ALVERTANO VALAREZO ROMAN|LOJA|PALTAS|Fiscal|Matutina|14|1
BERMEO VASQUEZ|LOJA|PALTAS|Fiscal|Matutina|92|9
DR. JUAN FRANCISCO ONTANEDA|LOJA|PALTAS|Fiscal|Matutina|13|1
JORGE GUILLERMO ARMIJOS|LOJA|PALTAS|Fiscal|Matutina|72|8
MONSEÑOR FRANCISCO VALDIVIESO ALVARADO|LOJA|PALTAS|Fiscal|Matutina|63|10
ESCUELA FRANCISCO CELI BARBA SEDE RED ESCOLAR RURAL YAMANA|LOJA|PALTAS|Fiscal|Matutina|21|6
VENTURA ENCALADA BARRAGAN|LOJA|PALTAS|Fiscal|Matutina|8|1
ALFREDO VERA|LOJA|PALTAS|Fiscal|Matutina|9|2
DARIO BENAVIDES |LOJA|PALTAS|Fiscal|Matutina|11|1
ANDRES F.CORDOVA|LOJA|PALTAS|Fiscal|Matutina|12|1
BUENOS AIRES|LOJA|PALTAS|Fiscal|Matutina|129|13
CANONIGO BOLIVAR BAILON MORALES|LOJA|PALTAS|Fiscal|Matutina|27|3
LUIS CLEMENTE CUEVA|LOJA|PALTAS|Fiscal|Matutina|13|1
ESCUELA RUMICHACA|LOJA|PALTAS|Fiscal|Matutina|18|2
EZEQUIEL MANUEL GUAMAN SARAGURO|LOJA|PALTAS|Fiscal|Matutina|5|1
HECTOR LARA ZAMBRANO|LOJA|PALTAS|Fiscal|Matutina|33|2
TECNICO AGROPECUARIO FRONTERA SUR|LOJA|PALTAS|Fiscal|Matutina|57|9
APARICIO BRAVO|LOJA|PALTAS|Fiscal|Matutina|25|2
CELSO FELIPE ATARIHUANA|LOJA|PALTAS|Fiscal|Matutina|16|2
ESCUELA DANIEL ALVAREZ BURNEO|LOJA|PALTAS|Fiscal|Matutina|6|1
ISAURO DE JESUS DIAZ DIAZ|LOJA|PALTAS|Fiscal|Matutina|9|1
VICTOR MANUEL REYES AZANZA|LOJA|PALTAS|Fiscal|Matutina|59|7
PEDRO VICTOR FALCONI|LOJA|PALTAS|Fiscal|Matutina|14|1
COLEGIO TECNICO AGROPECUARIO TCNEL. LAURO GUERRERO|LOJA|PALTAS|Fiscal|Matutina|89|13
DOMINGO FAUSTINO SARMIENTO|LOJA|PALTAS|Fiscal|Matutina|68|6
DEMOSTENES|LOJA|PALTAS|Fiscal|Matutina|20|1
ISAURO BORRERO RIOFRIO|LOJA|PALTAS|Fiscal|Matutina|13|1
LAURA PIEDRA|LOJA|PALTAS|Fiscal|Vespertina|0|1
PARCIALIDAD DE LOS PALTAS|LOJA|PALTAS|Fiscal|Matutina|41|3
LAURO GUERRERO BECERRA|LOJA|PALTAS|Fiscal|Matutina|158|20
JOSE MARIA ALDEAN|LOJA|PALTAS|Fiscal|Matutina|15|1
ESTHER CARRION|LOJA|PALTAS|Fiscal|Matutina|10|1
ANDRES BELLO|LOJA|PALTAS|Fiscal|Matutina|8|1
NICANOR GUERRERO|LOJA|PALTAS|Fiscal|Matutina|12|1
FRANCISCO RODRIGUEZ|LOJA|PALTAS|Fiscal|Matutina|15|1
EMILIANO GUERRERO|LOJA|PALTAS|Fiscal|Matutina|38|3
MARIANO DE JESUS MUIMA JARA|LOJA|PALTAS|Fiscal|Matutina|13|1
ESCUELA GUACHANAMA|LOJA|PALTAS|Fiscal|Matutina|8|1
MANUEL DE JESUS VARGAS GUALAN|LOJA|PALTAS|Fiscal|Matutina|30|2
VIRGILIO A LUDEÑA|LOJA|PALTAS|Fiscal|Matutina|3|1
GARCILAZO DE LA VEGA|LOJA|PALTAS|Fiscal|Matutina|22|2
VICENTE ANDA AGUIRRE|LOJA|PALTAS|Fiscal|Matutina|13|2
BELISARIO QUEVEDO|LOJA|PALTAS|Fiscal|Matutina|38|4
29 DE MAYO|LOJA|PALTAS|Fiscal|Matutina|75|11
DR. FRAY PEDRO RODRIGEZ DE AGUAYO|LOJA|PALTAS|Fiscal|Matutina|15|1
UNIDAD EDUCATIVA A DISTANCIA DE LOJA  EXT HNO MIGUEL FEBRES CORDERO|LOJA|PALTAS|Fiscomisional|Matutina|35|4
CONQUISTADORES PALTENSES|LOJA|PALTAS|Fiscal|Matutina|7|1
MIGUEL ANGEL RODRIGUEZ|LOJA|PALTAS|Fiscal|Matutina|11|1
CIUDAD DE ASUNCION|LOJA|PALTAS|Fiscal|Matutina|4|1
HUMBERTO VACA GOMEZ|LOJA|PALTAS|Fiscal|Matutina|12|1
GRECIA|LOJA|PALTAS|Fiscal|Matutina|12|2
CIUDAD DE MANAGUA|LOJA|PALTAS|Fiscal|Matutina|13|2
LUZ TORRES DE LUDENA|LOJA|PALTAS|Fiscal|Matutina|8|1
PROFESORA ROSARIO PALACIOS|LOJA|PALTAS|Fiscal|Matutina|8|1
SANTOS EFRAIN ELIZALDE|LOJA|PALTAS|Fiscal|Matutina|11|1
DR JOSE MIGUEL MORA REYES|LOJA|PALTAS|Fiscal|Matutina|6|1
D  BERNARDO RIOFRIO|LOJA|PALTAS|Fiscal|Matutina|11|1
REPUBLICA DE SURINAN|LOJA|PALTAS|Fiscal|Matutina|5|1
PROVINCIA DE PAZTAZA|LOJA|PALTAS|Fiscal|Matutina|10|2
ESCUELA FISCAL MIXTA BOGOTA|LOJA|PALTAS|Fiscal|Matutina|183|10
COLEGIO TECNICO AGROPECUARIO ORIANGA|LOJA|PALTAS|Fiscal|Matutina|151|13
SENDEROS DEL SABER|LOJA|PALTAS|Fiscal|Vespertina|0|1
BRAULIO BARILLAS|LOJA|PALTAS|Fiscal|Matutina|17|2
BENJAMIN AYORA|LOJA|PALTAS|Fiscal|Matutina|6|1
ABRAHAM LINCOLN|LOJA|PINDAL|Fiscal|Matutina|15|2
CIUDAD DE PINDAL|LOJA|PINDAL|Fiscal|Matutina|16|2
LUZ ANGELICA MARTINEZ|LOJA|PINDAL|Fiscal|Matutina|41|3
NATIVIDAD PARRALES|LOJA|PINDAL|Fiscal|Matutina|9|1
MANUEL ELICIO FLOR|LOJA|PINDAL|Fiscal|Matutina|4|1
SOLDADO VICENTE ARNULFO ROSERO PALACIOS|LOJA|PINDAL|Fiscal|Matutina|9|1
JOSE MIGUEL ZARATE|LOJA|PINDAL|Fiscal|Matutina|37|4
COLEGIO RAMON RIOFRIO BUSTAMANTE|LOJA|PINDAL|Fiscal|Matutina|129|9
JUAN PIO MONTUFAR|LOJA|PINDAL|Fiscal|Matutina|96|7
SEGUNDO CUEVA CELI|LOJA|PINDAL|Fiscal|Matutina|19|2
ROSA ELENA TRANSITO AMAGUAÑA|LOJA|PINDAL|Fiscal|Matutina|13|1
ANTONIO NEUMANE|LOJA|PINDAL|Fiscal|Matutina|18|1
MONTECRISTI|LOJA|PINDAL|Fiscal|Matutina|35|1
FRAY JODOCO RICKE|LOJA|PINDAL|Fiscal|Matutina|8|1
DOLORES SUCRE|LOJA|PINDAL|Fiscal|Matutina|36|3
VICTOR EFREN PILCO|LOJA|PINDAL|Fiscal|Matutina|32|2
MAURO BUSTAMANTE|LOJA|PINDAL|Fiscal|Matutina|16|1
PEDRO JOSE ARTETA|LOJA|PINDAL|Fiscal|Matutina|10|1
TUNGURAHUA|LOJA|PINDAL|Fiscal|Matutina|16|2
SIN NOMBRE  3 DE NOVIEMBRE|LOJA|PINDAL|Fiscal|Matutina|10|1
CLOTARIO PAZ PALADINES|LOJA|PINDAL|Fiscal|Matutina|94|9
FERNANDO ARTIEDA MIRANDA|LOJA|PINDAL|Fiscal|Matutina|12|1
ANGEL SALVADOR VALAREZO REYES|LOJA|PINDAL|Fiscal|Matutina|16|1
SIN NOMBRE|LOJA|PINDAL|Fiscal|Matutina|10|1
SUBTENIENTE ANGEL RAUL RAMIREZ SANDOYA|LOJA|PINDAL|Fiscal|Matutina|11|1
ESCUELA REINA DEL CISNE|LOJA|PINDAL|Fiscal|Matutina|4|1
AMABLE GUILLERMO AYORA BERNAL|LOJA|PINDAL|Fiscal|Matutina|7|1
VICTOR MIGUEL MONCAYO PALACIOS|LOJA|PINDAL|Fiscal|Matutina|24|3
SUA (LAS PENAS)|LOJA|PINDAL|Fiscal|Matutina|11|1
CAPITAN ELIA LIUT|LOJA|PINDAL|Fiscal|Matutina|8|1
ELENA DE TROYA|LOJA|PINDAL|Fiscal|Matutina|11|1
CIUDAD DE ROMA|LOJA|PINDAL|Fiscal|Matutina|21|2
JOSE RODRIGUEZ DE LA BANDERA|LOJA|PINDAL|Fiscal|Matutina|12|1
SEÑOR MANUEL EUDOLIO GRANDA|LOJA|PINDAL|Fiscal|Matutina|13|1
JAMBELI|LOJA|PINDAL|Fiscal|Matutina|21|2
ESCUELA CACHA|LOJA|PINDAL|Fiscal|Matutina|6|1
SIMON ROJAS|LOJA|PINDAL|Fiscal|Matutina|15|1
LUIS MIGUEL JIMENEZ OCHOA|LOJA|PINDAL|Fiscal|Matutina|8|1
OLGA MARINA GONZALEZ GRANDA|LOJA|PINDAL|Fiscal|Matutina|48|3
NARCISA DE JESUS MARTILLO MORAN|LOJA|PINDAL|Fiscal|Matutina|20|1
EDUARDO HANNER|LOJA|PINDAL|Fiscal|Matutina|45|5
ZOILA RENDON DE MOSQUERA|LOJA|PINDAL|Fiscal|Matutina|194|9
SR LUIS FELIPE REQUENES|LOJA|PINDAL|Fiscal|Matutina|12|1
JOSE MARIA URBINA|LOJA|PINDAL|Fiscal|Matutina|23|4
LUIS URDANETA|LOJA|PINDAL|Fiscal|Matutina|303|10
CLEOTILDE GRANDA RIOFRIO|LOJA|PINDAL|Fiscal|Vespertina y Nocturna|118|8
COLEGIO NACIONAL PINDAL|LOJA|PINDAL|Fiscal|Matutina|748|33
GENERAL PILLAGUAZO|LOJA|PINDAL|Fiscal|Matutina|5|1
RAMON PINTO GUZMAN|LOJA|PINDAL|Fiscal|Matutina|29|2
MARCO SEGUNDO ESPINOZA PINDAY|LOJA|PINDAL|Fiscal|Matutina|9|1
UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION DR LAUTARO LOAIZA|LOJA|PINDAL|Fiscomisional|Matutina|212|7
ALFREDO PEREZ GUERRERO|LOJA|PINDAL|Fiscal|Matutina|9|1
JARDIN DE INFANTES MARIA ANGELICA IDROVO|LOJA|PINDAL|Fiscal|Matutina|38|2
JORGE ISAAC|LOJA|PINDAL|Fiscal|Matutina|12|1
ROSALIA VACA DE VARGAS|LOJA|PINDAL|Fiscal|Matutina|4|1
LA SUPERACION|LOJA|PUYANGO|Fiscal|Matutina|0|1
EL PROGRESO|LOJA|PUYANGO|Fiscal|Matutina|0|1
CIUDAD DE QUITO|LOJA|PUYANGO|Fiscal|Matutina|18|2
VÍCTOR MANUEL PEÑAHERRERA|LOJA|PUYANGO|Fiscal|Matutina|5|1
MANUEL QUIROGA|LOJA|PUYANGO|Fiscal|Matutina|58|4
DOS DE AGOSTO|LOJA|PUYANGO|Fiscal|Matutina|51|5
SEGUNDO MIGUEL SALAZAR|LOJA|PUYANGO|Fiscal|Matutina|24|3
HEROES DE 1941|LOJA|PUYANGO|Fiscal|Matutina|20|5
LA ZARZA|LOJA|PUYANGO|Fiscal|Matutina|33|2
JOSE CLODOVEO CARDENAS|LOJA|PUYANGO|Fiscal|Matutina|12|1
JUAN JACOBO ROUSSEAU|LOJA|PUYANGO|Fiscal|Matutina|9|1
RIO AMAZONAS|LOJA|PUYANGO|Fiscal|Matutina|6|1
RAMON SAMANIEGO PALACIOS|LOJA|PUYANGO|Fiscal|Matutina|118|10
PABLO NERUDA|LOJA|PUYANGO|Fiscal|Matutina|4|1
RIO MACARA|LOJA|PUYANGO|Fiscal|Matutina|16|2
LUIS NAPOLEON DILLON|LOJA|PUYANGO|Fiscal|Matutina|63|4
PAULO FREIRE|LOJA|PUYANGO|Fiscal|Matutina|21|2
REPUBLICA DE HONDURAS|LOJA|PUYANGO|Fiscal|Matutina|9|1
CORDILLERA DEL CONDOR|LOJA|PUYANGO|Fiscal|Matutina|16|1
MARCOS OCHOA MUÑOZ|LOJA|PUYANGO|Fiscal|Matutina|154|10
ANGEL MINOS GRANDA|LOJA|PUYANGO|Fiscal|Matutina|5|1
CENTRO DE FORMACIÓN ARTESANAL VICENTINO|LOJA|PUYANGO|Fiscal|Vespertina|45|7
COSME RENELLA|LOJA|PUYANGO|Fiscal|Matutina|3|1
ISLA PUNA|LOJA|PUYANGO|Fiscal|Matutina|6|1
RIO CENEPA|LOJA|PUYANGO|Fiscal|Matutina|13|1
FLORA OCHOA LUDEÑA|LOJA|PUYANGO|Fiscal|Matutina|4|1
RIO MATAJE|LOJA|PUYANGO|Fiscal|Matutina|8|1
CAMILO BUENAVENTURA PINZA|LOJA|PUYANGO|Fiscal|Matutina|3|1
RIO TIWINSA|LOJA|PUYANGO|Fiscal|Matutina|6|1
REPUBLICA DE NICARAGUA|LOJA|PUYANGO|Fiscal|Matutina|30|2
SANTIAGO RAMON Y CAJAL|LOJA|PUYANGO|Fiscal|Matutina|94|7
MANUEL CARRION PINZANO|LOJA|PUYANGO|Fiscal|Matutina|121|14
8 DE DICIEMBRE|LOJA|PUYANGO|Fiscal|Matutina|7|1
ALONSO DE MERCADILLO|LOJA|PUYANGO|Fiscal|Matutina|134|9
LUCIANO BENJAMIN CABRERA|LOJA|PUYANGO|Fiscal|Matutina|12|1
MODESTO CHAVEZ FRANCO|LOJA|PUYANGO|Fiscal|Matutina|24|2
ALONSO DE MERCADILLO|LOJA|PUYANGO|Fiscal|Vespertina|64|8
RIO PUYANGO|LOJA|PUYANGO|Fiscal|Matutina|14|1
MANUEL AGUSTIN AGUIRRE|LOJA|PUYANGO|Fiscal|Matutina|15|1
CARLOS GARBAY MONTESDEOCA|LOJA|PUYANGO|Fiscal|Matutina|111|12
OCHO DE SEPTIEMBRE|LOJA|PUYANGO|Fiscal|Matutina|18|1
PROFESORA ELVIA LUZURIAGA|LOJA|PUYANGO|Fiscal|Matutina|6|1
AUGUSTO COMPTE|LOJA|PUYANGO|Fiscal|Matutina|5|1
LA LIBERTAD|LOJA|PUYANGO|Fiscal|Matutina|4|1
CORONEL FRANCISCO CALDERON|LOJA|PUYANGO|Fiscal|Matutina|8|1
MIGUEL ANGEL ALBORNOZ|LOJA|PUYANGO|Fiscal|Matutina|15|2
CESAR DAVILA ANDRADE|LOJA|PUYANGO|Fiscal|Matutina|5|1
DANIEL VELEZ|LOJA|PUYANGO|Fiscal|Matutina|25|2
ECUADOR AMAZONICO|LOJA|PUYANGO|Fiscal|Matutina|10|1
CARLOS ZAMBRANO|LOJA|PUYANGO|Fiscal|Matutina|5|1
BATALLON ESPAÑA|LOJA|PUYANGO|Fiscal|Matutina|7|1
5 DE ABRIL|LOJA|PUYANGO|Fiscal|Matutina|8|1
JUAN PABLO SAENZ|LOJA|PUYANGO|Fiscal|Matutina|51|5
EMILIO DURKEIN|LOJA|PUYANGO|Fiscal|Matutina|6|1
COLEGIO LAUTARO VICENTE LOAYZA|LOJA|PUYANGO|Fiscal|Matutina|75|8
FRANCISCO LECARO PEREZ|LOJA|PUYANGO|Fiscal|Matutina|9|2
CUATRO DE OCTUBRE|LOJA|PUYANGO|Fiscal|Matutina|21|1
SANTIAGO DE LAS MONTAÑAS|LOJA|PUYANGO|Fiscal|Matutina|16|1
PABLO NERUDA|LOJA|PUYANGO|Fiscal|Matutina|19|1
ABDON CALDERON MUÑOZ|LOJA|PUYANGO|Fiscal|Matutina|8|1
JULIO ISAAC ESPINOSA OCHOA|LOJA|PUYANGO|Fiscal|Matutina y Nocturna|433|26
RIO CHINCHIPE|LOJA|PUYANGO|Fiscal|Matutina|5|1
PEDRO PARRALES|LOJA|PUYANGO|Fiscal|Matutina|6|1
MANUELA DE ALCALA SANCHEZ|LOJA|PUYANGO|Fiscal|Matutina|13|1
PROFESORA MARIA LIVIA GRANDA|LOJA|PUYANGO|Fiscal|Matutina|8|1
MARLENE SALCEDO DE CASTILLO|LOJA|PUYANGO|Fiscal|Matutina|12|1
JOSE GABRIEL CAIZA MORALES|LOJA|PUYANGO|Fiscal|Matutina|7|1
DOS DE AGOSTO|LOJA|PUYANGO|Fiscal|Matutina|302|15
UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXT PADRE FERNANDO PEÑAHERRE|LOJA|PUYANGO|Fiscomisional|Matutina|287|10
CENTRO DE FORMACION ARTESANAL   ALAMOR|LOJA|PUYANGO|Fiscal|Vespertina|105|9
CORDILLERA DE AMBOCAS|LOJA|PUYANGO|Fiscal|Matutina|3|1
GRAN COLOMBIA|LOJA|PUYANGO|Fiscomisional|Matutina|383|19
PABLO PALACIO|LOJA|PUYANGO|Fiscal|Matutina|4|1
CAPITAN GALO MOLINA|LOJA|PUYANGO|Fiscal|Matutina|4|1
JULIO CESAR LARREA|LOJA|PUYANGO|Fiscal|Matutina|6|1
REPUBLICA DEL PARAGUAY|LOJA|PUYANGO|Fiscal|Matutina|5|1
CRISTOBAL OJEDA DAVILA|LOJA|PUYANGO|Fiscal|Matutina|29|3
RAFAEL HUMBERTO VEGA|LOJA|PUYANGO|Fiscal|Matutina|15|1
DEMETRIO AGUILERA MALTA|LOJA|PUYANGO|Fiscal|Vespertina|105|10
ELOY ALFARO|LOJA|PUYANGO|Fiscal|Matutina|212|15
CORDILLERA DE CHILLA|LOJA|PUYANGO|Fiscal|Matutina|5|1
JHON STUART MILL|LOJA|PUYANGO|Fiscal|Matutina|9|1
LUIS FRIAS|LOJA|PUYANGO|Fiscal|Matutina|9|1
JOSE LUCAS CALDERON CUEVA|LOJA|PUYANGO|Fiscal|Matutina|6|1
TECNICO PUYANGO|LOJA|PUYANGO|Fiscal|Matutina|442|35
GIOVANNI PATRICIO CALLES LASCANO|LOJA|PUYANGO|Fiscal|Matutina|8|1
ARISTOTELES|LOJA|PUYANGO|Fiscal|Matutina|16|1
ESCUELA  FISCAL MIXTA CUMANA|LOJA|PUYANGO|Fiscal|Matutina|19|1
MARIA AMADA ULLOA|LOJA|PUYANGO|Fiscal|Matutina|35|3
SARGENTO TOBAR|LOJA|PUYANGO|Fiscal|Matutina|4|1
VICTOR HUGO JUMBO CUEVA|LOJA|PUYANGO|Fiscal|Matutina|11|1
SANTIAGO DE LAS MONTAÑAS|LOJA|PUYANGO|Fiscal|Matutina|43|3
GUSTAVO LEDESMA VASQUEZ|LOJA|PUYANGO|Fiscal|Matutina|5|1
JHON LOOCK|LOJA|PUYANGO|Fiscal|Matutina|9|2
PRINCESA PACCHA|LOJA|PUYANGO|Fiscal|Matutina|14|1
RIO COCA|LOJA|PUYANGO|Fiscal|Matutina|7|1
CUXIBAMBA|LOJA|PUYANGO|Fiscal|Matutina|14|1
ANTONIO RICAURTE|LOJA|PUYANGO|Fiscal|Matutina|66|6
RUPERTO ALARCON FALCONI|LOJA|PUYANGO|Fiscal|Matutina|31|2
VICENTE OLMEDO|LOJA|PUYANGO|Fiscal|Matutina|5|1
ESCUELA  FISCAL MIXTA RIO AGUARICO|LOJA|PUYANGO|Fiscal|Matutina|9|1
JULIO ALBERTO PAREDES|LOJA|PUYANGO|Fiscal|Matutina|44|3
ANGEL PALACIO|LOJA|PUYANGO|Fiscal|Matutina|33|2
EL LIMO|LOJA|PUYANGO|Fiscal|Matutina|115|14
SUBTENIENTE CESAR EDMUNDO CHIRIBOGA|LOJA|PUYANGO|Fiscal|Matutina|28|1
08 DE  MARZO|LOJA|QUILANGA|Fiscal|Vespertina|0|1
VICTOR MANUEL CARRION|LOJA|QUILANGA|Fiscal|Matutina|8|2
NICASIO SAFADI|LOJA|QUILANGA|Fiscal|Matutina|8|1
CARLOS MANUEL OJEDA PALACIOS|LOJA|QUILANGA|Fiscal|Matutina|5|1
FRANCISCO JAVIER RIOFRIO|LOJA|QUILANGA|Fiscal|Matutina|9|1
RIO PUTUMAYO|LOJA|QUILANGA|Fiscal|Matutina|6|1
AGUSTIN MENDIETA|LOJA|QUILANGA|Fiscal|Matutina|2|1
MANUEL CARRION PINZANO|LOJA|QUILANGA|Fiscal|Matutina|123|13
